					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Θα μπορέσετε ασφαλώς να αντέξετε να προσθέσω και εγώ ακόμα μια σταγόνα <L1>βερμούτ</L1> στο ποτήρι σας.	I have listened to you three times today, each time with as much pleasure, but I noted on all three occasions that you did not mention once the concept of Europe as a social union.				
Θα μπορέσετε ασφαλώς να αντέξετε να προσθέσω και εγώ ακόμα μια σταγόνα <N1></N1> στο ποτήρι σας.	I have listened to you three times today, each time with as much pleasure, but I noted on all three occasions that you did not mention once the concept of Europe as a social union.				
FALSE					
					
τα 6 βασικά προϊόντα που καλύπτονται από την τρίτη Σύμβαση Λομέ (χαλκός, συμπεριλαμβανομένης της παραγωγής που συνδέεται με το κοβάλπο, φωσφορικά άλατα, μαγγάνιο, <L1>βωξίτης</L1> και αλουμίνα, κασσίτερος και σιδηρομεταλλεύματα) στα οποία προστέθηκαν το ουράνιο και ο χρυσός.	The six basic products covered under Lomé III (copper, including associated cobalt production, phosphates, manganese, bauxite and alumina, tin and iron ore) have been retained, with uranium and gold being added.				
τα 6 βασικά προϊόντα που καλύπτονται από την τρίτη Σύμβαση Λομέ (χαλκός, συμπεριλαμβανομένης της παραγωγής που συνδέεται με το κοβάλπο, φωσφορικά άλατα, μαγγάνιο, <N1></N1> και αλουμίνα, κασσίτερος και σιδηρομεταλλεύματα) στα οποία προστέθηκαν το ουράνιο και ο χρυσός.	The six basic products covered under Lomé III (copper, including associated cobalt production, phosphates, manganese, bauxite and alumina, tin and iron ore) have been retained, with uranium and gold being added.				
FALSE					
					
Το Συμβούλιο τροποποίησε την οδηγία για την επιστροφή των πολιτιστικών αγαθών που παράνομα απομακρύνθηκαν από το έδαφος ενός κράτους μέλους και τον κανονισμό για την εξαγωγή πολιτιστικών αγαθών προκειμένου να επεκταθεί το πεδίο εφαρμογής ώστε να περιλάβει τις υδατογραφίες, τις <L1>γκουάς</L1> και τα παστέλ.	The Council further adopted conclusions on the need to increase involvement of SMEs in Community research activities, on the progress made by the Joint Research Centre (JRC) in adopting a more competitive approach in its activities — in accordance with conclusions adopted by the Council in 1994 — and, finally, on the importance of research in combating drug dependence.				
Το Συμβούλιο τροποποίησε την οδηγία για την επιστροφή των πολιτιστικών αγαθών που παράνομα απομακρύνθηκαν από το έδαφος ενός κράτους μέλους και τον κανονισμό για την εξαγωγή πολιτιστικών αγαθών προκειμένου να επεκταθεί το πεδίο εφαρμογής ώστε να περιλάβει τις υδατογραφίες, τις <N1></N1> και τα παστέλ.	The Council further adopted conclusions on the need to increase involvement of SMEs in Community research activities, on the progress made by the Joint Research Centre (JRC) in adopting a more competitive approach in its activities — in accordance with conclusions adopted by the Council in 1994 — and, finally, on the importance of research in combating drug dependence.				
FALSE					
					
Μαντίλια και μαντιλάκια τσέπης, σάλια, οάρπες, <L1>μαντίλια</L1> τσυ λαιμού (φουλάρια), καλύμματα μύτης, κασκόλ, μαντίλες, βέλα και βελάκια χαι παρόμοια είδη:	Manufacture from unembroidered fabric provided the value of the unembroidered fabric used does not exceed 40% of the ex-works price of the product '				
Μαντίλια και μαντιλάκια τσέπης, σάλια, οάρπες, <N1></N1> τσυ λαιμού (φουλάρια), καλύμματα μύτης, κασκόλ, μαντίλες, βέλα και βελάκια χαι παρόμοια είδη:	Manufacture from unembroidered fabric provided the value of the unembroidered fabric used does not exceed 40% of the ex-works price of the product '				
FALSE					
					
Γάλα και <L1>κρέμα</L1> γάλακτος (ανθόγαλα), που δεν είναι συμπυκνωμένα και δεν περιέχουν ζάχαρη ή άλλα γλυκαντικά	Milk and cream, non-concentrated nor containing added sugar or other sweeting matter	κρέμα πολτός | αλοιφή κρέμα			
Γάλα και <N1></N1> γάλακτος (ανθόγαλα), που δεν είναι συμπυκνωμένα και δεν περιέχουν ζάχαρη ή άλλα γλυκαντικά	Milk and cream, non-concentrated nor containing added sugar or other sweeting matter				
FALSE					
					
- Χυμοί σταφυλιών (στους οποίους περιλαμβάνεται και ο <L1>μούστος</L1> σταφυλιών): άλλοι μούστοι σταφυλιών: άλλοι	Having taken note of the special audit report for the years 1 992, 1 993 and 1 994 and of the replies given by the Director of the Centre to the comments made by the Auditors,				
- Χυμοί σταφυλιών (στους οποίους περιλαμβάνεται και ο <N1></N1> σταφυλιών): άλλοι μούστοι σταφυλιών: άλλοι	Having taken note of the special audit report for the years 1 992, 1 993 and 1 994 and of the replies given by the Director of the Centre to the comments made by the Auditors,				
