					
					
Ευρωπαϊκές σπουδές, <L1>διεθνής</L1> πολιτική και διπλωματία	European Studies, International Politics and diplomacy				
Η ΕΤΠ τονίζει ότι ο το νοηματικό περιεχόμενο του όρου <N1></N1> αντιστοιχεί σε μια περιγραφική αντίληψη της πραγματικότητας και αναφέρεται στην απλή διαπίστωση της συνύπαρξης πολλών πολιτισμικών αναφορών στον ίδιο χώρο, ενώ η έννοια του διαπολιτισμικού προϋποθέτει τη δυναμική αλληλεπίδραση μεταξύ των πολιτισμών, λόγω των μεταναστευτικών ρευμάτων, πρόσφατων ή παλαιών.	The COR points out that the term  multi-cultural  is a descriptive understanding of how things stand and involves simply examining the coexistence of various cultural references in a single country, whereas the term  intercultural  connotes the dynamic interaction and cooperative interchange between cultures due to migratory movements, such migration may be recent or may have occurred centuries ago.				
FALSE					
					
Επισημαίνεται ότι ο πολιτιστικός <L1>σχετικισμός</L1> δεν σημαίνει νέους κανόνες για το ίδιο το άτομο ή την κοινότητα του.	It is the most important means of communication for the members of a society and thus a prerequisite for unity.				
Επισημαίνεται ότι ο πολιτιστικός <N1></N1> δεν σημαίνει νέους κανόνες για το ίδιο το άτομο ή την κοινότητα του.	It is the most important means of communication for the members of a society and thus a prerequisite for unity.				
FALSE					
					
Αύξηση των επεισοδίων πλημμύρων και πλημμυρίδων, αυξημένη διάβρωση των ακτών, υποχώρηση των αμμοθινών, βλάβες στην παράκτια υποδομή, αλάτωση του εδάφους, μεταβολές στα συστήματα εποχιακής παροχής ύδατος, περιορισμένη ανάμειξη και πρωτογενής παραγωγή των υδάτων κοντά στις ακτές, αυξημένη <L1>ανοξία</L1> στα ύδατα του πυθμένα	Delta of Nile, Egypt increased coastal erosion; overtopping of coastal defences and increased flooding; damage to port and city infrastructure; retreat of barrier dunes; decreased soil moisture; increased soil and lagoon water salinity; decreased fisheries production				
Αύξηση των επεισοδίων πλημμύρων και πλημμυρίδων, αυξημένη διάβρωση των ακτών, υποχώρηση των αμμοθινών, βλάβες στην παράκτια υποδομή, αλάτωση του εδάφους, μεταβολές στα συστήματα εποχιακής παροχής ύδατος, περιορισμένη ανάμειξη και πρωτογενής παραγωγή των υδάτων κοντά στις ακτές, αυξημένη <N1></N1> στα ύδατα του πυθμένα	Delta of Nile, Egypt increased coastal erosion; overtopping of coastal defences and increased flooding; damage to port and city infrastructure; retreat of barrier dunes; decreased soil moisture; increased soil and lagoon water salinity; decreased fisheries production				
FALSE					
					
Η τεχνολογία της αξιολόγησης, η στατιστική, η <L1>οικονομετρία</L1> κ.λ.π. καθαυτές δεν αποτελούν βασικά σοβαρό πρόβλημα και πράγματι υπόσχονται πολλά.	Basically evaluation technology, statistics, econometrics etc. as such, do not pose any serious problems at all, and indeed are quite promising.				
Η τεχνολογία της αξιολόγησης, η στατιστική, η <N1></N1> κ.λ.π. καθαυτές δεν αποτελούν βασικά σοβαρό πρόβλημα και πράγματι υπόσχονται πολλά.	Basically evaluation technology, statistics, econometrics etc. as such, do not pose any serious problems at all, and indeed are quite promising.				
FALSE					
					
Στην ταινία αυτή ένας <L1>ψυχίατρος</L1> καθοδηγεί μια μικρή ομάδα τεχνικών εκπαιδευτών και κοινωνικών λειτουργών με υποστήριξη από την τοπική αυτοδιοίκηση και τις συνδικαλιστικές συνομοσπονδίες.	In this film, a psychiatrist led a small team of technical trainers and social workers with support from the local authority and the trade union confederations.				
Στην ταινία αυτή ένας <N1></N1> καθοδηγεί μια μικρή ομάδα τεχνικών εκπαιδευτών και κοινωνικών λειτουργών με υποστήριξη από την τοπική αυτοδιοίκηση και τις συνδικαλιστικές συνομοσπονδίες.	In this film, a psychiatrist led a small team of technical trainers and social workers with support from the local authority and the trade union confederations.				
FALSE					
					
Πάντοτε σχεδόν τα πρόσωπα που δίνουν συνέντευξη βλέπουν την <L1>κάμερα</L1> ως κάτι καλό και αναμφίβολα λένε περισσότερα πράγματα σ'αυτόν τον συνομιλητή που βρίσκεται εκεί γι'αυτούς, για να τους ακούσει, που δεν βγάζει κρίσεις και δεν προσφέρει λύσεις.	Interviewees almost always see the camera as a good thing and undoubtedly say more to this interlocutor which is there for them, to listen to them, which does not make judgments and does not offer solutions.				
Πάντοτε σχεδόν τα πρόσωπα που δίνουν συνέντευξη βλέπουν την <N1></N1> ως κάτι καλό και αναμφίβολα λένε περισσότερα πράγματα σ'αυτόν τον συνομιλητή που βρίσκεται εκεί γι'αυτούς, για να τους ακούσει, που δεν βγάζει κρίσεις και δεν προσφέρει λύσεις.	Interviewees almost always see the camera as a good thing and undoubtedly say more to this interlocutor which is there for them, to listen to them, which does not make judgments and does not offer solutions.				
FALSE					
					
Ο ποταμός δεν πλημμύρισε, τα <L1>μάγια</L1> λύθηκαν και ο Βουκούρ έγινε πάλι πλούσιος.	The Romanian language legend, which in the 19th century was made famous by the English writer, Bram Stoker.	μαγιά | ζύμη μαγιά προζύμι			
Ο ποταμός δεν πλημμύρισε, τα <N1></N1> λύθηκαν και ο Βουκούρ έγινε πάλι πλούσιος.	The Romanian language legend, which in the 19th century was made famous by the English writer, Bram Stoker.				
FALSE					
					
Στις οροσειρές αυτές υπάρχουν πολλά τουριστικά μονοπάτια και προσφέρονται δυνατότητες ορειβασίας, σκι, <L1>ράφτινγκ</L1> και αλεξίπτωτου πλευράς.	These ranges are criss-crossed extensively with tourist tracks and paths and provide opportunities for mountaineering, skiing, rafting and paragliding.				
