					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Είναι παλαιό μέλος της ΕΕ και του <N1></N1> και ένας από τους λίγους που εκπληρώνει τις υποχρεώσεις του όσον αφορά τις στρατιωτικές δαπάνες και τις διεθνείς αντιτρομοκρατικές επιχειρήσεις.	It is a long time EU and NATO member, and one of the few that fulfills its obligations in terms of military expenditure and international antiterrorism operations.				
FALSE					
					
Σχετικά με το <L1>αεροδρόμιο</L1> Ιωαννίνων.	As for the Ioannina Airport.				
Σχετικά με το <N1></N1> Ιωαννίνων.	As for the Ioannina Airport.				
FALSE					
					
Κι αναφέρομαι στο γεγονός ότι σε πολλά ορεινά, κυρίως, χωριά της Ηπείρου αλλά και σε όλη την Ελλάδα, είχαν φροντίσει ορισμένοι που παρέδωσαν τις δημόσιες συχνότητες στη χώρα μας <L1>τζάμπα</L1> και που παρέδωσαν και την παροχή σήματος μπιρ παρά, αυτοί είχαν φροντίσει να αφήσουν εκτός δυνατότητας κάλυψης τηλεοπτικού σήματος -όχι ίντερνετ- εκατοντάδες χιλιάδες πολίτες στη χώρα μας που δεν μπορούν να δουν ελληνικούς τηλεοπτικούς σταθμούς.	I am referring to the fact that in many mountainous villages, mainly in Epirus and all over Greece, some people who handed over the public frequencies in our country for free and who also gave the birr signal, they had taken care to leave out television coverage - not the internet - hundreds of thousands of citizens in our country who cannot view Greek TV stations.				
Κι αναφέρομαι στο γεγονός ότι σε πολλά ορεινά, κυρίως, χωριά της Ηπείρου αλλά και σε όλη την Ελλάδα, είχαν φροντίσει ορισμένοι που παρέδωσαν τις δημόσιες συχνότητες στη χώρα μας <N1></N1> και που παρέδωσαν και την παροχή σήματος μπιρ παρά, αυτοί είχαν φροντίσει να αφήσουν εκτός δυνατότητας κάλυψης τηλεοπτικού σήματος -όχι ίντερνετ- εκατοντάδες χιλιάδες πολίτες στη χώρα μας που δεν μπορούν να δουν ελληνικούς τηλεοπτικούς σταθμούς.	I am referring to the fact that in many mountainous villages, mainly in Epirus and all over Greece, some people who handed over the public frequencies in our country for free and who also gave the birr signal, they had taken care to leave out television coverage - not the internet - hundreds of thousands of citizens in our country who cannot view Greek TV stations.				
FALSE					
					
Και αυτό φαίνεται, τόσο από τις συμμετοχές, το ενδιαφέρον και θα έλεγα και από την <L1>ψυχολογία</L1> όλων μας.	And this is obvious not only due to the attending parties and the interest, but I would also say due to our psychological state.				
Και αυτό φαίνεται, τόσο από τις συμμετοχές, το ενδιαφέρον και θα έλεγα και από την <N1></N1> όλων μας.	And this is obvious not only due to the attending parties and the interest, but I would also say due to our psychological state.				
FALSE					
					
Πιστεύουμε, ακράδαντα, ότι θα λειτουργήσει ως <L1>πλατφόρμα</L1> για την ενίσχυση της συνεργασίας της δικτύωσης, αλλά και της συσχέτισης των οικοσυστημάτων καινοτομίας και των επιχειρήσεων στις χώρες μας.	We firmly believe that it will act as a platform for strengthening networking, but also for linking innovation and business ecosystems to our countries.				
Πιστεύουμε, ακράδαντα, ότι θα λειτουργήσει ως <N1></N1> για την ενίσχυση της συνεργασίας της δικτύωσης, αλλά και της συσχέτισης των οικοσυστημάτων καινοτομίας και των επιχειρήσεων στις χώρες μας.	We firmly believe that it will act as a platform for strengthening networking, but also for linking innovation and business ecosystems to our countries.				
FALSE					
					
Θα έλεγα ότι το πρώτο που πρέπει να κάνουμε, ίσως ας το πω έτσι εμπνεόμενος από μια φράση που είπε ο Ευκλείδης κάποτε, ότι θα ήταν καλύτερο να ήταν <L1>ψυχολόγος</L1> παρά οικονομολόγος για να αντιμετωπίσει την κατάσταση που βρήκε μπροστά του.	I would say that the first thing we have to do, inspired by a phrase that Euclid once said, that it would be better to be a psychologist than an economist to deal with the situation ahead.				
Θα έλεγα ότι το πρώτο που πρέπει να κάνουμε, ίσως ας το πω έτσι εμπνεόμενος από μια φράση που είπε ο Ευκλείδης κάποτε, ότι θα ήταν καλύτερο να ήταν <N1></N1> παρά οικονομολόγος για να αντιμετωπίσει την κατάσταση που βρήκε μπροστά του.	I would say that the first thing we have to do, inspired by a phrase that Euclid once said, that it would be better to be a psychologist than an economist to deal with the situation ahead.				
